"id","sex","age","country","ic_01","ic_02","ic_03","ic_04","ic_05","ic_06","ic_07","ic_08","ic_09","ic_10","ic_11","ic_12","ic_13","ic_14","ic_15","reb_01","reb_02","reb_03","reb_04","reb_05","reb_06","reb_07","reb_08","reb_09","icn_01","icn_02","icn_03","icn_04","icn_05","icn_06","issp_01","issp_02","rid_01","rid_02","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","am_01","belief_god_cat","belief_god_bin","belief_god_con","agnosticism_cont","agnosticism_bin","atheist_mem","atheist_id","relig__id_1","relig_id_2","relig_attend","prayer_freq","relig_object","anti_relig","god_knowing","belief_confidence","apatheism_god","apatheism_purpose","apx1","apx2","apatheism","truth_possibility","naturalism","afterlife_exist","afterlife_punish","afterlife_reward","reincarnation","astrology","msystical_people","mystical_objects","good_evil","lifeforce","karma","fate","supernat_beings","good_beings","harmful_beings","evil_eye","spiritual_force","lucky_objects","indiv_collectivism","rebel_troll","rebel_act","rebel_all","choice_norms"
215,"Male",19,"Brazil",3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Humanist",0,"Shinto","Once a month","Less often","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",0,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Shinto","Once a month","Less often","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,3.93333333333333,4,3.8,3.9,4
216,"Female",31,"UK",2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Sceptic",1,"Other (please specify)","Once a week","Never, practically never","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",1,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",1,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Other (please specify)","Once a week","Never, practically never","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",1,3.86666666666667,4,3.6,3.8,4
217,"Female",35,"UK",1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Free thinker",0,"Protestant","More than once a week","Several times a day","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",0,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",0,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Protestant","More than once a week","Several times a day","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",0,3.8,4,3.4,3.7,4
218,"Male",29,"Brazil",7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Rationalist",1,"Catholic","Never, practically never","Once a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",1,"Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Catholic","Never, practically never","Once a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,4.2,4,4.6,4.3,4
219,"Male",20,"UK",6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Secular",0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Less often","Several times each week","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",0,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Less often","Several times each week","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0,4.13333333333333,4,4.4,4.2,4
220,"Female",42,"UK",5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,"While I have doubts, I feel that I do believe in God.","Christian",1,"Sunni","Once a year","Only when attending religious services","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",1,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,1,0,1,"Sunni","Once a year","Only when attending religious services","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1,4.06666666666667,4,4.2,4.1,4
221,"Male",26,"UK",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Muslim",0,"Shiite","Only on special holy days","Only on special holy days","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,0,0,0,"Shiite","Only on special holy days","Only on special holy days","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,4,4,4,4,4
222,"Male",43,"Japan",3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Jewish",1,"Buddhist","Once a month","Once a year","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",1,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Buddhist","Once a month","Once a year","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1,3.93333333333333,4,3.8,3.9,4
223,"Male",27,"Brazil",2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Buddhist",0,"Confucian","Once a week","Less often","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",0,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Confucian","Once a week","Less often","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0,3.86666666666667,4,3.6,3.8,4
224,"Female",25,"UK",1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Hindu",1,"Daoist","More than once a week","Never, practically never","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",1,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Daoist","More than once a week","Never, practically never","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,3.8,4,3.4,3.7,4
225,"Female",23,"Brazil",7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Daoist",0,"Hindu","Never, practically never","Several times a day","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",0,"Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Hindu","Never, practically never","Several times a day","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0,4.2,4,4.6,4.3,4
226,"Male",21,"Brazil",6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Shinto",1,"Jewish","Less often","Once a day","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",1,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Jewish","Less often","Once a day","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1,4.13333333333333,4,4.4,4.2,4
